date[YYYYDDD],date,product,band,min,max,sum,range,LAImean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2012297,2012-10-23,MOD15A2,Lai_1km,0.3000,0.5000,3.6000,0.2000,0.4000,0.0022,0.0471,9,9,100.00
A2012305,2012-10-31,MOD15A2,Lai_1km,0.3000,0.5000,3.1000,0.2000,0.3444,0.0047,0.0685,9,9,100.00
A2012313,2012-11-08,MOD15A2,Lai_1km,0.2000,0.4000,2.8000,0.2000,0.3111,0.0032,0.0567,9,9,100.00
A2012321,2012-11-16,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2012329,2012-11-24,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2012337,2012-12-02,MOD15A2,Lai_1km,0.2000,0.3000,2.3000,0.1000,0.2556,0.0025,0.0497,9,9,100.00
A2012345,2012-12-10,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2012353,2012-12-18,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2012361,2012-12-26,MOD15A2,Lai_1km,0.2000,0.3000,2.4000,0.1000,0.2667,0.0022,0.0471,9,9,100.00
A2013001,2013-01-01,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2013009,2013-01-09,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2013017,2013-01-17,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2013025,2013-01-25,MOD15A2,Lai_1km,0.1000,0.2000,1.6000,0.1000,0.1778,0.0017,0.0416,9,9,100.00
A2013033,2013-02-02,MOD15A2,Lai_1km,0.2000,0.3000,2.2000,0.1000,0.2444,0.0025,0.0497,9,9,100.00
A2013041,2013-02-10,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2013049,2013-02-18,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2013057,2013-02-26,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2013065,2013-03-06,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2013073,2013-03-14,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2013081,2013-03-22,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2013089,2013-03-30,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2013097,2013-04-07,MOD15A2,Lai_1km,0.2000,0.3000,2.4000,0.1000,0.2667,0.0022,0.0471,9,9,100.00
A2013113,2013-04-23,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2013121,2013-05-01,MOD15A2,Lai_1km,0.2000,0.4000,2.7000,0.2000,0.3000,0.0022,0.0471,9,9,100.00
A2013129,2013-05-09,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2013137,2013-05-17,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2013145,2013-05-25,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2013153,2013-06-02,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2013161,2013-06-10,MOD15A2,Lai_1km,0.2000,0.3000,2.5000,0.1000,0.2778,0.0017,0.0416,9,9,100.00
A2013169,2013-06-18,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2013177,2013-06-26,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2013185,2013-07-04,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2013193,2013-07-12,MOD15A2,Lai_1km,0.3000,0.5000,3.5000,0.2000,0.3889,0.0077,0.0875,9,9,100.00
A2013201,2013-07-20,MOD15A2,Lai_1km,0.3000,0.6000,4.2000,0.3000,0.4667,0.0111,0.1054,9,9,100.00
A2013233,2013-08-21,MOD15A2,Lai_1km,0.3000,0.6000,4.3000,0.3000,0.4778,0.0151,0.1227,9,9,100.00
A2013249,2013-09-06,MOD15A2,Lai_1km,0.5000,0.7000,5.8000,0.2000,0.6444,0.0047,0.0685,9,9,100.00
A2013257,2013-09-14,MOD15A2,Lai_1km,0.5000,0.7000,5.5000,0.2000,0.6111,0.0077,0.0875,9,9,100.00
A2013265,2013-09-22,MOD15A2,Lai_1km,0.4000,0.5000,4.1000,0.1000,0.4556,0.0025,0.0497,9,9,100.00
A2013273,2013-09-30,MOD15A2,Lai_1km,0.3000,0.4000,3.4000,0.1000,0.3778,0.0017,0.0416,9,9,100.00
A2013281,2013-10-08,MOD15A2,Lai_1km,0.3000,0.4000,3.0000,0.1000,0.3333,0.0022,0.0471,9,9,100.00
A2013289,2013-10-16,MOD15A2,Lai_1km,0.3000,0.4000,3.0000,0.1000,0.3333,0.0022,0.0471,9,9,100.00
A2013297,2013-10-24,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2013305,2013-11-01,MOD15A2,Lai_1km,0.2000,0.3000,2.5000,0.1000,0.2778,0.0017,0.0416,9,9,100.00
A2013313,2013-11-09,MOD15A2,Lai_1km,0.2000,0.3000,2.3000,0.1000,0.2556,0.0025,0.0497,9,9,100.00
A2013321,2013-11-17,MOD15A2,Lai_1km,0.2000,0.3000,2.2000,0.1000,0.2444,0.0025,0.0497,9,9,100.00
A2013329,2013-11-25,MOD15A2,Lai_1km,0.2000,0.3000,2.2000,0.1000,0.2444,0.0025,0.0497,9,9,100.00
A2013337,2013-12-03,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2013345,2013-12-11,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2013353,2013-12-19,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2013361,2013-12-27,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2014001,2014-01-01,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2014009,2014-01-09,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2014017,2014-01-17,MOD15A2,Lai_1km,0.1000,0.2000,1.7000,0.1000,0.1889,0.0010,0.0314,9,9,100.00
A2014025,2014-01-25,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2014033,2014-02-02,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2014041,2014-02-10,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2014049,2014-02-18,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2014057,2014-02-26,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2014065,2014-03-06,MOD15A2,Lai_1km,0.2000,0.3000,2.2000,0.1000,0.2444,0.0025,0.0497,9,9,100.00
A2014073,2014-03-14,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2014081,2014-03-22,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2014089,2014-03-30,MOD15A2,Lai_1km,0.2000,0.3000,2.5000,0.1000,0.2778,0.0017,0.0416,9,9,100.00
A2014097,2014-04-07,MOD15A2,Lai_1km,0.3000,0.4000,3.2000,0.1000,0.3556,0.0025,0.0497,9,9,100.00
A2014105,2014-04-15,MOD15A2,Lai_1km,0.3000,0.4000,3.2000,0.1000,0.3556,0.0025,0.0497,9,9,100.00
A2014113,2014-04-23,MOD15A2,Lai_1km,0.3000,0.5000,3.5000,0.2000,0.3889,0.0054,0.0737,9,9,100.00
A2014121,2014-05-01,MOD15A2,Lai_1km,0.3000,0.4000,3.2000,0.1000,0.3556,0.0025,0.0497,9,9,100.00
A2014129,2014-05-09,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2014137,2014-05-17,MOD15A2,Lai_1km,0.3000,0.4000,2.8000,0.1000,0.3111,0.0010,0.0314,9,9,100.00
A2014145,2014-05-25,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2014153,2014-06-02,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2014161,2014-06-10,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2014169,2014-06-18,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2014177,2014-06-26,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2014185,2014-07-04,MOD15A2,Lai_1km,0.3000,0.4000,2.9000,0.1000,0.3222,0.0017,0.0416,9,9,100.00
A2014193,2014-07-12,MOD15A2,Lai_1km,0.3000,0.6000,4.4000,0.3000,0.4889,0.0121,0.1100,9,9,100.00
A2014201,2014-07-20,MOD15A2,Lai_1km,0.5000,0.6000,5.0000,0.1000,0.5556,0.0025,0.0497,9,9,100.00
A2014209,2014-07-28,MOD15A2,Lai_1km,0.4000,0.7000,5.2000,0.3000,0.5778,0.0084,0.0916,9,9,100.00
A2014217,2014-08-05,MOD15A2,Lai_1km,0.5000,0.6000,5.2000,0.1000,0.5778,0.0017,0.0416,9,9,100.00
A2014225,2014-08-13,MOD15A2,Lai_1km,0.6000,0.8000,6.1000,0.2000,0.6778,0.0062,0.0786,9,9,100.00
A2014233,2014-08-21,MOD15A2,Lai_1km,0.5000,0.8000,6.0000,0.3000,0.6667,0.0067,0.0816,9,9,100.00
A2014241,2014-08-29,MOD15A2,Lai_1km,0.5000,0.7000,5.8000,0.2000,0.6444,0.0047,0.0685,9,9,100.00
A2014249,2014-09-06,MOD15A2,Lai_1km,0.6000,0.7000,6.1000,0.1000,0.6778,0.0017,0.0416,9,9,100.00
A2014257,2014-09-14,MOD15A2,Lai_1km,0.5000,0.7000,5.2000,0.2000,0.5778,0.0040,0.0629,9,9,100.00
A2014265,2014-09-22,MOD15A2,Lai_1km,0.5000,0.7000,5.4000,0.2000,0.6000,0.0022,0.0471,9,9,100.00
A2014273,2014-09-30,MOD15A2,Lai_1km,0.5000,0.5000,4.5000,0.0000,0.5000,0.0000,0.0000,9,9,100.00
A2014281,2014-10-08,MOD15A2,Lai_1km,0.4000,0.5000,4.1000,0.1000,0.4556,0.0025,0.0497,9,9,100.00
A2014289,2014-10-16,MOD15A2,Lai_1km,0.4000,0.5000,4.3000,0.1000,0.4778,0.0017,0.0416,9,9,100.00
A2014297,2014-10-24,MOD15A2,Lai_1km,0.4000,0.5000,3.8000,0.1000,0.4222,0.0017,0.0416,9,9,100.00
A2014305,2014-11-01,MOD15A2,Lai_1km,0.3000,0.3000,2.7000,0.0000,0.3000,0.0000,0.0000,9,9,100.00
A2014313,2014-11-09,MOD15A2,Lai_1km,0.3000,0.4000,3.1000,0.1000,0.3444,0.0025,0.0497,9,9,100.00
A2014321,2014-11-17,MOD15A2,Lai_1km,0.2000,0.3000,2.6000,0.1000,0.2889,0.0010,0.0314,9,9,100.00
A2014329,2014-11-25,MOD15A2,Lai_1km,0.2000,0.3000,2.3000,0.1000,0.2556,0.0025,0.0497,9,9,100.00
A2014337,2014-12-03,MOD15A2,Lai_1km,0.2000,0.3000,2.1000,0.1000,0.2333,0.0022,0.0471,9,9,100.00
A2014345,2014-12-11,MOD15A2,Lai_1km,0.1000,0.2000,1.5000,0.1000,0.1667,0.0022,0.0471,9,9,100.00
A2014353,2014-12-19,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2014361,2014-12-27,MOD15A2,Lai_1km,0.1000,0.2000,1.6000,0.1000,0.1778,0.0017,0.0416,9,9,100.00
A2015001,2015-01-01,MOD15A2,Lai_1km,0.1000,0.1000,0.9000,0.0000,0.1000,0.0000,0.0000,9,9,100.00
A2015009,2015-01-09,MOD15A2,Lai_1km,0.1000,0.2000,1.2000,0.1000,0.1333,0.0022,0.0471,9,9,100.00
A2015017,2015-01-17,MOD15A2,Lai_1km,0.1000,0.2000,1.3000,0.1000,0.1444,0.0025,0.0497,9,9,100.00
A2015025,2015-01-25,MOD15A2,Lai_1km,0.1000,0.1000,0.9000,0.0000,0.1000,0.0000,0.0000,9,9,100.00
A2015033,2015-02-02,MOD15A2,Lai_1km,0.1000,0.2000,1.2000,0.1000,0.1333,0.0022,0.0471,9,9,100.00
A2015041,2015-02-10,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2015049,2015-02-18,MOD15A2,Lai_1km,0.2000,0.2000,1.8000,0.0000,0.2000,0.0000,0.0000,9,9,100.00
A2015057,2015-02-26,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2015065,2015-03-06,MOD15A2,Lai_1km,0.2000,0.3000,1.9000,0.1000,0.2111,0.0010,0.0314,9,9,100.00
A2015073,2015-03-14,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2015081,2015-03-22,MOD15A2,Lai_1km,0.2000,0.3000,2.0000,0.1000,0.2222,0.0017,0.0416,9,9,100.00
A2015089,2015-03-30,MOD15A2,Lai_1km,0.3000,0.4000,2.8000,0.1000,0.3111,0.0010,0.0314,9,9,100.00
A2015097,2015-04-07,MOD15A2,Lai_1km,0.4000,0.4000,3.6000,0.0000,0.4000,0.0000,0.0000,9,9,100.00
A2015105,2015-04-15,MOD15A2,Lai_1km,0.3000,0.4000,3.5000,0.1000,0.3889,0.0010,0.0314,9,9,100.00
A2015113,2015-04-23,MOD15A2,Lai_1km,0.4000,0.4000,3.6000,0.0000,0.4000,0.0000,0.0000,9,9,100.00
A2015121,2015-05-01,MOD15A2,Lai_1km,0.3000,0.5000,3.4000,0.2000,0.3778,0.0040,0.0629,9,9,100.00
A2015129,2015-05-09,MOD15A2,Lai_1km,0.3000,0.4000,3.2000,0.1000,0.3556,0.0025,0.0497,9,9,100.00
A2015137,2015-05-17,MOD15A2,Lai_1km,0.3000,0.4000,3.3000,0.1000,0.3667,0.0022,0.0471,9,9,100.00
A2015145,2015-05-25,MOD15A2,Lai_1km,0.3000,0.4000,3.1000,0.1000,0.3444,0.0025,0.0497,9,9,100.00
A2015153,2015-06-02,MOD15A2,Lai_1km,0.3000,0.4000,2.8000,0.1000,0.3111,0.0010,0.0314,9,9,100.00
A2015161,2015-06-10,MOD15A2,Lai_1km,0.3000,0.4000,3.0000,0.1000,0.3333,0.0022,0.0471,9,9,100.00
A2015169,2015-06-18,MOD15A2,Lai_1km,0.3000,0.4000,3.4000,0.1000,0.3778,0.0017,0.0416,9,9,100.00
A2015177,2015-06-26,MOD15A2,Lai_1km,0.3000,0.4000,3.2000,0.1000,0.3556,0.0025,0.0497,9,9,100.00
A2015185,2015-07-04,MOD15A2,Lai_1km,0.3000,0.5000,3.5000,0.2000,0.3889,0.0054,0.0737,9,9,100.00
A2015193,2015-07-12,MOD15A2,Lai_1km,0.4000,0.5000,3.8000,0.1000,0.4222,0.0017,0.0416,9,9,100.00
A2015201,2015-07-20,MOD15A2,Lai_1km,0.3000,0.5000,3.7000,0.2000,0.4111,0.0032,0.0567,9,9,100.00
A2015209,2015-07-28,MOD15A2,Lai_1km,0.4000,0.5000,4.3000,0.1000,0.4778,0.0017,0.0416,9,9,100.00
A2015217,2015-08-05,MOD15A2,Lai_1km,0.3000,0.6000,4.1000,0.3000,0.4556,0.0069,0.0831,9,9,100.00
A2015225,2015-08-13,MOD15A2,Lai_1km,0.4000,0.6000,4.7000,0.2000,0.5222,0.0040,0.0629,9,9,100.00
A2015233,2015-08-21,MOD15A2,Lai_1km,0.4000,0.6000,5.0000,0.2000,0.5556,0.0047,0.0685,9,9,100.00
A2015241,2015-08-29,MOD15A2,Lai_1km,0.5000,0.6000,5.1000,0.1000,0.5667,0.0022,0.0471,9,9,100.00
A2015249,2015-09-06,MOD15A2,Lai_1km,0.5000,0.7000,5.2000,0.2000,0.5778,0.0040,0.0629,9,9,100.00
A2015257,2015-09-14,MOD15A2,Lai_1km,0.6000,0.8000,5.8000,0.2000,0.6444,0.0047,0.0685,9,9,100.00
